Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,29.1666666666667,29.1666666666667,20.2346041055718,21.0796915167095,23.8095238095238,25.8547008547009,25.4166666666667,24.8554913294798,24.3859649122807,22.0364741641337,26.530612244898,23.4011627906977,22.0839813374806,22.5352112676056,20.2597402597403,19.4835680751174,18.4042553191489,18.6475409836066,19.0657769304099,19.3520140105079,18.046511627907,16.5247018739353,16.6533226581265,16.9265033407572,15.7766990291262,16.5566886622675,17.2358591248666,18.3447548761202,17.1326893746823,16.8099331423114,15.6602254428341,16.2396382818387,17.632241813602,17.6925664312143,15.5868544600939,14.5780051150895,14.3699731903485,13.5551749449474,12.8094481035658,12.6579739217653,12.5563063063063,11.6230366492147,11.0234899328859,11.482254697286,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8849929873773,13.491321068496,13.4861223079581,14.107498341075,13.3572879237619,14.3133122585177,14.5649541601799,11.926447843272,10.6235565819861,10.9652366863905,11.4949146037229,10.3732809430255,10.1024025206774,9.77224060735838,8.88725670216673,9.05289947282312,8.78909662764284,8.70423546302943,8.145106091718,8.71042747272402,8.78717006348146,9.15158967152644,9.67462789892696,9.35782967032967,8.9326136165767,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Belgium,BEL,23.1814548361311,24.2586678832117,26.84132996633,28.7971988265354,24.0362374710871,25.0094161958569,25.3210469561808,26.5721271393643,27.1707186748597,26.3090458699923,27.473893585281,25.9328358208955,26.4873739347979,26.6200571342655,24.3600519599603,28.8225108225108,25.0341118869893,25.2654616195185,26.6024395928832,27.3304604218644,25.5537848605578,25.0804138050943,24.2223449291368,24.6646646646647,24.4697564807541,27.974244675582,28.9806400632161,28.390918065153,25.099524225653,23.0975656507571,23.1435294117647,24.7475658131987,25.0595565328935,24.8109773172781,23.1353282715498,24.3035026426588,26.9754301857718,25.6861365235749,24.898907338897,24.3603411513859,23.2119350592365,24.0013954299669,24.446511627907,25.1402118757233,25.8598955519539,26.631245339299,24.7287045039854,22.3982354120714,25.298766383963,25.0181290790428,25.3535832937826,23.7022003845332,24.9619482496195,27.0770877944325,22.985347985348,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,13.3333333333333,15,14.6341463414634,19.0476190476191,17.3913043478261,25,21.2121212121212,21.0526315789474,21.0526315789474,23.0769230769231,23.3333333333333,19.4444444444444,11.1111111111111,10.5263157894737,12.7659574468085,7.31707317073171,8.33333333333333,11.1111111111111,10.7142857142857,11.5384615384615,15,19.0476190476191,14.2857142857143,18.1818181818182,18.1818181818182,25.2747252747253,21.551724137931,22.3140495867769,21.6417910447761,21.1267605633803,30.635838150289,30.6930693069307,30.7017543859649,33.7448559670782,34.3283582089552,32.0987654320988,28.2321899736148,28.9817232375979,27.2076372315036,24.8351648351648,24.7863247863248,24.8979591836735,24.8565965583174,24.2160278745645,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,13.302752293578,12.9166666666667,13.8339920948617,14.5985401459854,13.3540372670807,13.314447592068,13.3333333333333,13.022113022113,13.2678132678133,14.0142517814727,12.80353200883,12.5256673511294,11.9433198380567,12.8540305010893,14.15313225058,14.4578313253012,14.7126436781609,13.6150234741784,12.5,11.0679611650485,10.6382978723404,11.090573012939,11.190053285968,11.1475409836066,10.5950653120464,12.5193199381762,14.4838212634823,13.8328530259366,14.525993883792,11.5492957746479,12.6284875183554,12.7272727272727,12.2762148337596,12.2065727699531,12.1278941565601,11.4488348530902,10.9360518999073,10.0511073253833,9.51612903225807,9.27007299270073,9.01143241425689,8.2486551105798,8.45653459491425,8.25136612021858,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.20833333333333,1.30414531904984,1.00439422473321,0.448765893792072,2.28013029315961,1.82926829268293,4.11622276029056,1.18764845605701,1.12676056338028,1.15273775216138,0.65597667638484,0.666666666666667,0.562587904360056,0.687285223367697,0.658327847267939,0.819672131147541,0.744132799084144,0.705754614549403,0.642292490118577,2.0781791192479,2.78184480234261,2.43589743589744,2.35565819861432,2.60344026034403,2.68270120259019,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.17391304347826,2.08333333333333,2.12765957446809,2.14285714285714,2.66666666666667,2.3121387283237,2.79329608938548,2.7906976744186,3.79746835443038,3.55871886120996,4.02930402930403,3.63636363636364,4.30769230769231,4.54545454545455,3.44827586206897,4.10958904109589,3.90879478827362,9.23913043478261,4.92227979274611,6.45161290322581,8.2687338501292,8.18858560794045,5.88235294117647,3.5264483627204,3.50467289719626,3.66748166259169,4.16666666666667,3.18906605922551,2.9723991507431,4.89296636085627,3.90625,3.47648261758691,3.05343511450382,2.61627906976744,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,7.0440251572327,7.05647281522768,6.56849620705042,6.13350849823467,5.92729798564483,5.76721426074799,5.670138179838,5.63503467233086,5.78351609480014,6.15347922008228,6.784,7.43870430830293,8.02644003777148,7.68919738526855,7.91394544756051,7.49155840439535,7.80039029829941,8.51192107426692,8.53830317477517,8.93894165535957,8.73568028456348,8.81406162178734,8.74815179891572,8.94011406844107,8.62901809239417,8.03415328318764,7.6358519983268,7.56892601079163,7.69560863967959,7.32099483425131,7.23056847458761,7.1840622484572,6.57318741450068,6.36924169545147,6.17713365539452,6.1045123077413,6.02172066496784,5.72882232889707,6.04229607250755,5.34639570345181,5.15927000179676,4.7461159530125,4.50889592980746,4.28973572538969,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,5,5.12820512820513,2.94117647058824,1.75438596491228,1.41843971631206,1.08108108108108,1.00502512562814,1.06951871657754,1.02040816326531,1.13636363636364,1.15830115830116,1.4760147601476,1.3745704467354,1.36518771331058,1.35593220338983,1.36054421768708,1.33779264214047,1.2779552715655,1.28617363344051,1.53374233128834,1.4792899408284,1.39664804469274,1.55440414507772,1.44927536231884,1.33333333333333,1.27388535031847,1.37524557956778,1.39211136890951,1.43198090692124,1.35746606334842,1.39211136890951,1.37614678899083,1.14285714285714,1.01626016260163,1.03734439834025,1.10957004160888,1.60818713450292,1.52354570637119,1.48048452220727,1.45772594752187,1.4265335235378,1.43472022955524,1.31386861313869,1.34328358208955,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,5.88972431077694,5.38858530661809,6.33303808680248,6.90507341183311,6.50572831423895,5.36885245901639,5.46340179041601,4.50461849930406,4.9598832968636,5.49088771310994,5.55075860367584,5.52466150870406,5.49815498154982,5.26448362720403,5.27787911954275,5.68577954081019,5.6379821958457,5.63837460928108,5.37660450472269,4.11693710607483,5.54672319378202,7.48475328035483,8.62227114290956,6.71913995008639,5.51763367463026,6.46859721699887,4.09356725146199,4.52876376988984,4.20539033457249,3.19981038160702,2.77592715967133,3.78912685337726,3.80911619944361,2.92576419213974,2.73118279569892,3.18992654774397,2.60835457932928,2.78178446321863,2.64150943396226,2.90540540540541,3.00751879699248,3.21709786276715,3.0757498729029,2.25492523142654,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.16326530612245,8.49673202614379,7.92682926829268,6.38297872340426,7.32984293193717,9.69387755102041,6.51162790697675,9.95475113122172,13.8655462184874,10.0840336134454,9.81132075471698,9.12162162162162,6.96378830083566,6.36604774535809,6.20689655172414,6.49350649350649,5.37190082644628,5.53359683794466,6.17760617760618,5.73770491803279,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,8.21917808219178,3.8961038961039,5,7.5,12.7450980392157,12.9032258064516,12.0300751879699,11.8881118881119,14.2857142857143,14.9700598802395,15.4285714285714,14.8936170212766,13.7254901960784,14.4859813084112,15.9663865546219,16.9565217391304,17.1052631578947,16.8674698795181,24.6323529411765,26.1363636363636,27.9835390946502,23.3480176211454,22.7272727272727,24.3137254901961,23.1707317073171,21.7213114754098,21.7898832684825,22.7611940298507,22.9166666666667,25.089605734767,22.140221402214,18.2758620689655,19.1275167785235,17.9401993355482,16.382252559727,12.8617363344051,9.22330097087379,8.43091334894614,7.48440748440748,7.12871287128713,7.29783037475345,7.11610486891386,6.66666666666667,6.62251655629139,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Canada,CAN,33.3065767645957,32.9083498798202,32.5616679718089,32.4885960466295,31.4794886143515,30.4607132850338,29.5965329446959,29.4507644373596,29.3823995682531,29.6242400724356,28.6906232115425,27.9376745553432,28.5498700500238,23.44968980483,23.8955510564294,23.064477627775,23.8217608058796,22.4397290296872,21.6975982532751,20.9625617180384,20.0108960845157,19.4740371004991,21.9715241577842,19.7007678708077,19.3507481612985,19.4484649958102,19.0650280024891,16.9789433867104,16.757694381285,17.2309292805934,17.431826849733,17.3486682808717,17.2589547856723,18.2017958412098,17.8330291970803,17.3865585529393,17.9853938896331,17.0282585068138,15.2208006603384,15.6670103301191,16.4015731251332,15.9413164467344,16.4557208126762,16.581174180021,16.1341215381399,16.2162667264708,15.2942074334122,14.984539047893,14.9359859998158,15.1770592014328,14.0287154131406,14.8237314073493,13.7192851824274,14.0411519639056,14.5241528478731,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,10.0332857822159,11.9670542635659,13.35,12.3857868020305,12.6826417299825,12.800447177194,12.8548473486877,11.7647058823529,10.8147429679922,10.3271028037383,10.3804603100047,12.132752992383,10.4155707522357,9.94557149925779,9.32721712538226,9.64391691394659,10.2439024390244,9.11290322580645,8.1,10.0237852531431,11.1464968152866,12.5684931506849,12.2739018087855,11.7975875257429,10.9552077711819,8.85780885780886,8.66046135167948,7.3482428115016,7.63968072976055,8.59905369265583,9.06558079725675,8.60577937144063,7.90123456790123,7.96924807800488,7.44211686879823,7.34818541142652,7.10434506818903,6.87114719591039,7.36874902632809,7.42090683773145,7.79548472775564,6.94120694120694,6.57236922326546,6.46352723915051,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,21.5965751054257,21.3298531339837,20.8311153285347,20.3187025065215,20.4655636409564,19.9318584896854,19.9830156322142,18.9228593506247,19.0260289082757,18.1390233172019,18.8919438895482,18.7942635187242,18.8725622238983,18.5599298249949,20.0210372211184,19.3921488328556,18.9225221287291,18.8603962604693,18.0526846853907,17.9118856999721,16.8987037926068,15.1601747919196,14.3109412711183,12.6709414931469,12.2164955595273,10.2838002987372,11.4711346590518,9.25662318439572,9.81358363563635,8.88114833776165,8.56385111172788,8.10854087438882,7.61112564217716,7.46218423358776,6.81978092939835,6.49548105153495,6.15622927478562,5.7984589497131,5.57341724770538,5.40193718738039,5.20543414057885,5.30265155777134,5.30622517352778,5.35833766188032,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,10.7236595425572,10.6515373352855,10.2930914166085,9.89938331710484,9.22587486744433,8.66089273817455,8.22050290135396,7.54316873674644,7.10218759364699,6.4080459770115,6.7849985685657,6.53705269089884,6.58458244111349,6.64196877480815,6.76463136559412,6.62350597609562,6.50082140342642,6.3602599814299,7.62881998661611,8.03844473569244,7.97558922558922,7.86653185035389,7.94168425091118,7.16887099865823,7.10743801652893,8.00220750551876,7.58655804480652,8.05527468823728,9.19054028071525,8.82407236477755,7.87113307706388,9.25537992763283,9.35570987654321,8.52414854723879,8.54956132163524,9.99068033550792,9.75164353542732,9.45702984537936,8.40250719972895,8.17140009965122,8.25814344701025,8.09691765066708,8.67786087201919,7.90344827586207,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,0,0,0.763358778625954,0.371747211895911,0.381679389312977,0.371747211895911,0.357142857142857,0.699300699300699,0.625,10.7255520504732,10.3244837758112,12.9277566539924,9.49720670391062,9.79827089337176,10.4615384615385,12.6666666666667,11.4457831325301,10.3448275862069,11.2121212121212,11.0367892976589,3.68098159509202,2.83687943262411,2.18978102189781,2.47933884297521,1.75438596491228,1.73913043478261,2.60869565217391,2.36220472440945,2.4,2.35294117647059,0,0,1.06382978723404,0,2.34375,2.15827338129496,1.2987012987013,0,2.29885057471264,1.60427807486631,1.28205128205128,1.3215859030837,0.862068965517241,0.214592274678112,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,7.01754385964912,6.55737704918033,6.66666666666667,8.33333333333333,8.19672131147541,8.10810810810811,9.375,8.8235294117647,9.23076923076923,7.2463768115942,6.94444444444444,7.5,8.64197530864198,10.958904109589,10.5263157894737,11.5942028985507,11.1111111111111,11.9402985074627,10.6060606060606,10.9375,11.7647058823529,13.1147540983607,13.5593220338983,17.9487179487179,14.8148148148148,16.6666666666667,15.625,3.03030303030303,10.8108108108108,14,11.1111111111111,14,10.6666666666667,1.28205128205128,7.14285714285714,5.88235294117647,6.36363636363636,5.83941605839416,6.36942675159236,6.01092896174863,5.26315789473684,3.58744394618834,3.54330708661417,3.40909090909091,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,6.2992125984252,6.33802816901408,5.52147239263804,5.06329113924051,4.59770114942529,5.55555555555556,4.3859649122807,4.50819672131148,4.93827160493827,5.09259259259259,3.96039603960396,2.97619047619048,3.46820809248555,3.80434782608696,3.07692307692308,3.39805825242719,3.18181818181818,2.5974025974026,3.80228136882129,5,3.98550724637681,2.84974093264249,2.88713910761155,3.14606741573034,2.92792792792793,4.07673860911271,4.64547677261614,4.61538461538462,5.48245614035088,4.44444444444444,4.07331975560081,4.7808764940239,3.7593984962406,4.70809792843691,3.86029411764706,3.85259631490787,3.59820089955022,3.59281437125748,3.77358490566038,3.7821482602118,3.84615384615385,3.94736842105263,3.92706872370267,3.90516039051604,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,7.5,7.54716981132076,6.64206642066421,6.76156583629893,6.9078947368421,6.89655172413793,7.62463343108504,7.28643216080402,7.94520547945205,10.9144542772861,12.0401337792642,11.4864864864865,8.55614973262032,9.88023952095809,11.1475409836066,12.6623376623377,13.1147540983607,15.359477124183,15.358361774744,14.8148148148148,15.0537634408602,14.4404332129964,12.8378378378378,12.2977346278317,12.2699386503068,11.8863049095607,10.2510460251046,10.351966873706,8.37070254110613,9.00473933649289,8.30670926517572,9.09090909090909,10.2912621359223,10.7011070110701,9.98278829604131,10.8348134991119,9.00900900900901,11.3207547169811,9.7972972972973,10.3059581320451,7.67918088737201,7.36040609137056,9.25925925925926,8.55614973262032,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1712598425197,14.2270861833105,11.7397454031117,12.6180836707152,13.867047891351,14.9526387009472,15.0853242320819,15.3751537515375,14.472190692395,15.5350978135788,15.0178784266985,15.7183098591549,15.5968169761273,15.6590683845391,15.969387755102,15.7709693621296,14.471707561342,12.2525918944392,13.0952380952381,14.1657922350472,15.2412280701754,14.0389972144847,13.8330286410725,13.3962264150943,12.3513870541612,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,7.20807304180682,7.8596144340089,7.88018433179723,8.1104033970276,7.48552522746071,7.48109828889773,6.84632192279679,6.56565656565657,6.73854447439353,6.69291338582677,6.75008231807705,6.91576532284497,6.53811388972582,6.55501010684378,7.18060304631644,7.14503816793893,6.47586007516623,6.3818132018625,6.20031796502385,6.74486803519062,8.28625235404897,7.53650494583137,5.75649516046867,4.87228003784295,4.54545454545455,4.13934426229508,3.41038272072755,3.03262955854127,3.30978058757903,4.05998536942209,3.74149659863946,3.32805071315372,4.40816326530612,6.9364161849711,5.4690618762475,3.30188679245283,2.35651843405549,2.59128386336867,2.18206614387999,1.89718482252142,2.18340611353712,2.09698558322412,2.17539089055065,2.17317487266553,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,2.61888352860097,2.12615166548547,1.98717948717949,2.12464589235127,2.94406280667321,2.85977859778598,2.9143897996357,3.34412081984898,3.92156862745098,4.26758938869665,4.72636815920398,4.6639231824417,4.69208211143695,4.18535127055306,6,6.29370629370629,5.3030303030303,4.6242774566474,6.10169491525424,7.89473684210526,7.60869565217391,8.04195804195804,11.2068965517241,10.2661596958175,10.2661596958175,10.5263157894737,3.2319391634981,3.13075506445672,3.15398886827458,3.03030303030303,2.99295774647887,3.31491712707182,3.30882352941176,3.16901408450704,3.00500834724541,3.05602716468591,2.8125,2.8436018957346,3.035413153457,4.337899543379,3.45454545454545,2.86343612334802,2.94784580498866,2.73684210526316,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,6.32183908045977,5.52995391705069,5.2863436123348,5.78034682080925,6.02409638554217,5.67010309278351,5.21327014218009,4.93273542600897,4.93827160493827,5.05836575875486,5.13833992094862,5.05836575875486,5.34351145038168,5.10948905109489,5.07246376811594,4.95049504950495,4.45682451253482,4.38356164383562,4.1994750656168,4.62724935732648,4.05405405405405,4.42105263157895,4.04858299595142,3.89105058365759,3.96039603960396,3.73831775700935,3.83912248628885,3.6144578313253,3.29489291598023,3.65079365079365,3.7156704361874,3.94321766561514,3.7037037037037,3.47322720694645,6.52482269503546,7.87623066104079,7.14285714285714,6.59630606860158,7.06666666666667,6.61157024793388,7.42857142857143,7.68049155145929,7.47330960854093,6.42361111111111,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,21.8206680992381,20.7789653137499,19.171573875803,17.278050750488,17.5286985682961,17.6525762881441,17.6828188632474,17.1482108317215,18.8217816124793,16.0202260559191,16.2863746814437,15.2217036172695,16.0873595180165,16.6514546491728,17.8620296465222,18.3580387685291,19.972795284516,19.7352448118388,17.8131044487427,15.4670037253858,16.2093125091228,11.6026711185309,11.4119472459271,11.5171288743883,12.0944192083063,12.7315000400866,11.8638547349564,11.3990080383102,11.3109839193241,10.3107228220556,11.3375691063619,10.8855144173349,11.7152743450321,11.6406890894176,9.99493499915583,10.5010929880612,8.52924193681432,9.29008884671785,9.75341461178843,10.5527638190955,9.57254120630321,9.87035109302546,10.783829198379,8.91765924391507,..,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Denmark,DNK,37.0478036175711,35.4101440200376,37.4410213710797,37.7111167128813,42.203431982094,42.2653873157033,39.1125541125541,41.2941961307538,39.827018121911,38.1986472054112,36.5730620480915,37.2202166064982,35.3607528755664,35.0880313000178,33.92,30.4579137374121,32.183908045977,30.4572763684913,29.3969427179573,28.7979701871234,24.1237113402062,25.009458948165,16.2063953488372,15.5185758513932,15.3181903510419,16.8797115699771,15.8142555609677,16.1036789297659,14.7016791711325,14.2714769782739,12.5171669609574,10.7043634580814,10.6129090580365,11.5617958051655,9.64129199805227,10.2774922918808,9.08837079435991,9.3568196509373,9.61007591442374,9.80463757531495,9.41871921182266,9.41918226977455,9.0297790585975,8.2680591818973,8.88202355667117,9.2485549132948,7.53947135000887,7.55667506297229,7.75241620398931,7.84648187633262,8.47098686997035,8.01808232215084,8.85147977192506,8.3117555670637,7.56302521008403,..,..,..,..,..,..,..
